link,product_title,price,actual_price,ratings,color
https://www.daraz.com.np/products/acer-swift-go-14-intel-evo-i5-13th-gen-13500h-16gb-ddr5-ram-512gb-nvme-ssd-intel-integrated-graphics-14inch-28k-oled-2880-x-1800-400nits-display-backlit-keyboard-silver-i128946946.html,Acer Swift Go 14 Intel Evo i5 13th Gen 13500H – 16GB DDR5 RAM – 512GB NVMe SSD – Intel Integrated Graphics – 14inch 2.8K OLED ( 2880 x 1800 ) 400nits Display – Backlit Keyboard - Silver,"Rs. 104,999","Rs. 125,000",5 Ratings,Silver
https://www.daraz.com.np/products/acer-aspire-5-core-i5-13th-gen8gb-ram512gb-ssd156-fhdwin-11-i128494367.html,"Acer Aspire 5 Core i5 13th Gen/8GB RAM/512GB SSD/15.6"" FHD/Win 11","Rs. 71,990","Rs. 85,000",8 Ratings,Steel Gray
https://www.daraz.com.np/products/acer-nitro-v-15-i7-13th-gen-13620h-16gb-ddr5-512gb-ssd-rtx-3050-6gb-156-fhd-144hz-i135375667.html,"Acer Nitro V 15 i7 13th Gen 13620H | 16GB DDR5 | 512GB SSD | RTX 3050 6GB | 15.6"" FHD 144Hz","Rs. 127,999",N/A,No Ratings,Black
https://www.daraz.com.np/products/acer-aspire-5-i5-13th-gen-8gb-lpddr5-512gb-nvme-ssd-intel-iris-xe-156-fhd-display-i129691491.html,"Acer Aspire 5 i5 13th Gen | 8GB LPDDR5 | 512GB NVMe SSD | Intel Iris Xe | 15.6"" FHD Display","Rs. 71,000",N/A,1 Ratings,Grey
https://www.daraz.com.np/products/acer-aspire-5-gaming-i5-12th-gen-8gb-ram-512gb-ssd-4gb-rtx-2050-graphics-156-inch-fhd-i129933205.html,Acer Aspire 5 i5 12th Gen 8GB Ram 512GB SSD 4GB Rtx 2050 Graphics 15.6 Inch FHD,"Rs. 84,000",N/A,1 Ratings,Grey
https://www.daraz.com.np/products/asus-vivo-book-x1402z-core-i5-12th-gen8gb-ram512-gb-ssd14-fhd-displaymagic-numpad-win-11-i128491406.html,"ASUS Vivo Book X1402Z Core i5 12th Gen/8GB RAM/512 GB SSD/14"" FHD Display/Magic Numpad/ Win 11","Rs. 75,990","Rs. 92,000",1 Ratings,Silver
https://www.daraz.com.np/products/lenovo-thinkbook-gen-4-i5-1235u-12th-gen-16gb-ddr4-ram-512gb-ssd-14-fhd-display-backlit-keyboard-finger-print-reader-i138311726.html,"Lenovo Thinkbook Gen 4 i5 1235U 12th Gen | 16GB DDR4 RAM | 512GB SSD | 14"" FHD Display | Backlit Keyboard | Finger Print Reader","Rs. 79,999",N/A,No Ratings,Grey
https://www.daraz.com.np/products/dell-latitude-e5400-i5-8th-gen-8-gb-ram-256-gb-ssd-14-screen-i129314954.html,"Dell Latitude E5400 I5-8th Gen | 8 GB RAM | 256 GB SSD | 14"" Screen","Rs. 45,499","Rs. 65,000",1 Ratings,Black
https://www.daraz.com.np/products/dell-latitude-e5300-i5-8th-gen-8gb-256-ssd-133-ultrabook-i128496077.html,Dell Latitude E5300 i5-8th Gen 8GB 256 SSD 13.3″ Ultrabook,"Rs. 45,000","Rs. 72,000",5 Ratings,Black
https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-8gb-ram512gb-ssd156-display-i118372728.html,Dell Vostro 3520 I3-12th gen 8GB RAM/512GB SSD/15.6 Display,"Rs. 52,347","Rs. 58,000",24 Ratings,Multicolor
https://www.daraz.com.np/products/asus-zephyrus-g15-ga503qe-ryzen-9-5900hs-rtx-3050ti-4gb-16gb-ram-1tb-ssd-156-fhd-144hz-i111810761.html,"ASUS Zephyrus G15 GA503QE / Ryzen 9 5900HS / RTX 3050ti 4GB / 16GB RAM / 1TB SSD / 15.6"" FHD 144hz","Rs. 205,000",N/A,3 Ratings,Black
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i5-13th-gen-8gb-ram-512ssd-156-screen-laptop-i128136700.html,Lenovo ideapad Slim 3 i5 13th Gen 8GB RAM 512ssd 15.6 Screen Laptop,"Rs. 70,990","Rs. 74,000",9 Ratings,Grey
https://www.daraz.com.np/products/dell-g15-5530-intel-core-i7-13650hx-rtx-4060-8gb-graphics-16gb-ddr5-ram-1tb-nvme-ssd-156-fhd-120hz-display-windows-11-home-i146182014.html,Dell G15 5530 Intel Core i7 13650HX RTX 4060 8GB Graphics – 16GB DDR5 RAM – 1TB NVMe SSD – 15.6″ FHD 120Hz Display – Windows 11 Home,"Rs. 169,999","Rs. 220,000",1 Ratings,Black
https://www.daraz.com.np/products/hp-envy-14-intel-core-i7-gen-1-14th-gen-14000h-processor-16gb-ram-512-ssd-gb-14-fhd-x360-touchscreen-backlit-keyboard-natural-silver-win-11home-i136724188.html,HP envy 14 [Intel core- i7 (Gen 1 ) 14th gen 14000H Processor / 16gb RAM / 512 SSD GB / 14′ FHD / X360 Touchscreen / Backlit Keyboard / Natural Silver / Win 11Home],"Rs. 124,999","Rs. 189,999",1 Ratings,Silver
https://www.daraz.com.np/products/dell-latitude-e5470-notebook-6thgen-intel-core-i5-6300u-24ghz-8gb-ddr4-sdram-500gb-hdd-windows-10-pro-64bit-keyboard-light-140-i145481860.html,Dell Latitude E5470 Notebook (6th Gen) – Intel Core i5-6300U / 2.4GHz / 8GB DDR4 SDRAM / 500GB HDD / Windows 10 Pro 64bit / Keyboard Light / 14.0”,"Rs. 39,500",N/A,No Ratings,Black
https://www.daraz.com.np/products/acer-predator-helios-300-i7-11th-gen-rtx-3060-16gb-ram-1tb-ssd-156-qhd-165hz-display-i128486228.html,"Acer Predator Helios 300 / i7 11th Gen / RTX 3060 / 16GB RAM / 1TB SSD /15.6"" QHD 165Hz Display","Rs. 149,490","Rs. 205,000",1 Ratings,Black
https://www.daraz.com.np/products/laptop-lenovo-ideapad-slim-3-i5-12450h16gb-ram512gb-ssd156-fhd-i132749334.html,"Laptop Lenovo IdeaPad Slim 3 i5-12450H/16GB RAM/512GB SSD/15.6"" FHD","Rs. 66,999","Rs. 85,000",1 Ratings,Space Grey
https://www.daraz.com.np/products/dell-inspiron-15-3515-amd-ryzen-3-3250u-4gb-1tb-hdd-radeon-graphics-156-fhd-i116008834.html,"Dell Inspiron 15 3515 / AMD Ryzen 3 3250U / 4GB / 1TB HDD / Radeon Graphics / 15.6"" FHD","Rs. 63,900",N/A,1 Ratings,Silver
https://www.daraz.com.np/products/asus-vivobook-x1404za-intel-core-i3-12th-gen-1215u-8gb-ram-256gb-ssd-14-fhd-display-magic-numpad-windows-11-home-quiet-blue-i145303988.html,"Asus Vivobook X1404ZA | Intel Core i3 12th Gen 1215U | 8GB RAM | 256GB SSD | 14"" FHD Display | Magic Numpad | Windows 11 Home | Quiet Blue","Rs. 49,999",N/A,No Ratings,Blue
https://www.daraz.com.np/products/dell-vostro-3520-core-i5-12th-gen-16gb-ram512-gb-ssd156-fhdwin-11-i129919581.html,"Dell Vostro 3520 Core i5 12th Gen/ 16GB RAM/512 GB SSD/15.6"" FHD/Win 11","Rs. 69,490","Rs. 90,990",3 Ratings,Black
https://www.daraz.com.np/products/dell-latitude-e5300-2-in-1-360-fold-i5-8th-gen-8-gb-ram-256-gb-ssd-133-screen-i129532301.html,"Dell Latitude E5300 2 in 1 360 Fold I5-8th Gen | 8 GB RAM | 256 GB SSD | 13.3"" Screen","Rs. 49,999","Rs. 65,000",No Ratings,Black
https://www.daraz.com.np/products/mi-notebook-pro-intel-core-i5-11th-gen16gb512gb-ssdiris-xe-graphics-14-inch-laptop-i113998214.html,Mi Notebook Pro Intel Core i5 11th Gen16GB/512GB SSD/Iris Xe Graphics 14 Inch Laptop,"Rs. 99,999","Rs. 114,999",7 Ratings,Grey
https://www.daraz.com.np/products/dell-latitude-e7400-laptop-i5-8th-gen-256-gb-ssd-8-gb-ram-ultrabook-silver-i129075425.html,Dell Latitude E7400 Laptop I5-8th Gen 256 GB SSD 8 GB RAM Ultrabook Silver,"Rs. 47,999","Rs. 55,000",3 Ratings,Black
https://www.daraz.com.np/products/dell-latitude-e7490-laptop-i7-8th-gen-256-gb-ssd-8-gb-ram-ultrabook-i123539511.html,Dell Latitude E7490 Laptop I7-8th Gen 256 GB SSD 8 GB RAM Ultrabook,"Rs. 55,000",N/A,4 Ratings,Black
https://www.daraz.com.np/products/lenovo-ideapad-slim-3i-2023-15-i3-13th-gen-8gb-ram-256gb-156-fhd-display-i128155035.html,"Lenovo IdeaPad Slim 3i 2023 15 i3 13Th Gen / 8GB RAM / 256GB / 15.6"" FHD display","Rs. 51,996","Rs. 60,000",2 Ratings,Multicolor
https://www.daraz.com.np/products/hp-laptop-14-13th-gen-intel-core-i3-1315u-14-inch-fhd-8gb-ddr4-256-gb-ssd-intel-uhd-graphics-i140175146.html,HP Laptop 14 | 13th Gen Intel Core i3-1315U | 14-inch FHD | 8GB DDR4 | 256 GB SSD | Intel UHD Graphics |,"Rs. 55,000",N/A,No Ratings,Silver
https://www.daraz.com.np/products/acer-swift-3-laptop-ryzen-7-5700u8gb512-gb14-fhdbacklit-keyboardwin-10-i110946950.html,"Acer Swift 3 Laptop /Ryzen 7 5700U/8GB/512 GB/14"" FHD/Backlit Keyboard/Win 10","Rs. 105,000",N/A,3 Ratings,Silver
https://www.daraz.com.np/products/primebook-4g-android-based-mediatek-mediatek-mt8788-4-gb64-gb-emmc-storageprime-os-4g-thin-and-light-laptop-116-inch-black-1065-kg-i129569211.html,"Primebook 4G Android Based MediaTek MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Laptop (11.6 Inch, Black, 1.065 Kg)","Rs. 24,990","Rs. 27,990",1 Ratings,Black
https://www.daraz.com.np/products/chuwi-herobook-plus-156-windows-10-laptop-8gb-lpddr4256gb-ssdips-display-windows-10-home-plastic-thin-body-light-and-portable-free-gift-i105735203.html,"CHUWI HeroBook Plus 15.6"" Windows 10 Laptop 丨8GB LPDDR4丨256GB SSD丨IPS Display Windows 10 Home, Plastic Thin Body, Light and Portable + Free Gift","Rs. 38,499","Rs. 65,120",1 Ratings,Grey
https://www.daraz.com.np/products/lenovo-v15-celeron-laptop-4gb256gb-ssd156-inch-display-i128162455.html,"Lenovo V15 celeron Laptop 4GB,256GB SSD,15.6 inch Display","Rs. 33,997","Rs. 40,000",1 Ratings,Black
https://www.daraz.com.np/products/asus-zenbook-14-q407iq-laptop-ryzen-5-4500u-mx350-8gb-ram-256gb-ssd-14-fhd-display-i125215411.html,"Asus ZenBook 14 Q407IQ Laptop / Ryzen 5 4500U / MX350 / 8GB RAM / 256GB SSD / 14"" FHD display","Rs. 85,000",N/A,3 Ratings,Light Grey
https://www.daraz.com.np/products/asus-expertbook-i5-8gb-512-ssd-14-fhd-i127907000.html,Asus ExpertBook I5-8GB-512 SSD 14 FHD,"Rs. 81,999",N/A,5 Ratings,Multicolor
https://www.daraz.com.np/products/lenovo-ideapad-1-intel-celeron-processor-4-gb-ram-128-gb-ssd-14-inch-display-ote-i120789072.html,Lenovo Ideapad 1 Intel Celeron Processor 4 GB RAM 128 GB SSD 14 inch Display - OTE,"Rs. 36,000","Rs. 45,000",1 Ratings,Silver
https://www.daraz.com.np/products/acer-swift-go-14-ryzen-5-7530u-16-gb-ddr4-ram-512-gb-ssd14-fhd-ipsamd-radeon-gfx-backlit-keyboard-win-11-i132164384.html,"Acer Swift Go 14 Ryzen 5 - 7530U / 16 GB DDR4 RAM/ 512 GB SSD/14"" FHD IPS/AMD Radeon GFX/ Backlit Keyboard/ Win 11","Rs. 89,990","Rs. 99,900",1 Ratings,Silver
https://www.daraz.com.np/products/lenovo-ip-3-slim-3-core-i3-13th-gen8-gb-ddr5-ram256-gb-ssd156-fhd-win-11-i128273615.html,"Lenovo IP 3 Slim 3 Core i3 13th Gen/8 GB DDR5 RAM/256 GB SSD/15.6"" FHD/ Win 11","Rs. 53,990","Rs. 74,990",1 Ratings,Artic Gray
https://www.daraz.com.np/products/acer-aspire-3-ryzen-5-7520u-8-gb-ddr5-ram-512-gb-ssd-nvme156-fhdwin-11-i128901899.html,"Acer Aspire 3 Ryzen 5 7520U/ 8 GB DDR5 RAM/ 512 GB SSD NVME/15.6"" FHD/Win 11","Rs. 62,500","Rs. 89,900",1 Ratings,Silver
https://www.daraz.com.np/products/acer-aspire-5-intel-core-i5-13th-gen-8gb-ram-512gb-ssd-156fhd-i128041232.html,"Acer Aspire 5 Intel Core i5 13th Gen 8GB Ram 512GB SSD 15.6""FHD","Rs. 76,997","Rs. 85,000",1 Ratings,Multicolor
https://www.daraz.com.np/products/acer-aspire-3-al14-31p-ultraslimbook-i3-n305-8gb-ram-512gb-ss-14fhd-sliver-color-i129691037.html,Acer Aspire 3 AL14-31P Ultraslimbook i3-N305-8GB RAM-512GB SS-14FHD-Sliver Color,"Rs. 54,897","Rs. 58,000",1 Ratings,Silver
https://www.daraz.com.np/products/acer-nitro-v-15-intel-core-i5-13th-gen-13420h-8gb-ddr5-ram-512gb-nvme-ssd-nvidia-rtx-3050-6gb-graphics-156-fhd-144hz-display-backlit-keyboard-black-i128519019.html,"Acer Nitro V 15 Intel Core i5 13th Gen 13420H - 8GB DDR5 RAM - 512GB NVMe SSD - NVIDIA RTX 3050 6GB Graphics - 15.6"" FHD 144Hz Display - Backlit Keyboard - Black","Rs. 107,999","Rs. 135,000",No Ratings,Black
https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-8gb-512ssd-156-fhd-120hz-screen-i129434941.html,"Dell Vostro 3520 i3 12th Gen 8GB 512ssd 15.6"" FHD 120Hz Screen","Rs. 51,490","Rs. 55,000",1 Ratings,Black
https://www.daraz.com.np/products/hp-victus-15-fb1013dx-amd-ryzen-5-7535hs-processor-8gb-ram-512gb-storage-nvidia-rtx-2050-graphics-156-inch-fhd-144hz-display-i129862643.html,HP Victus 15-FB1013DX (AMD Ryzen 5-7535HS Processor| 8GB RAM | 512GB Storage | NVIDIA RTX 2050 Graphics | 15.6-inch FHD 144Hz Display,"Rs. 95,000",N/A,1 Ratings,Black
https://www.daraz.com.np/products/dell-vostro-3520-i5-12th-gen-8gb-ram-512gb-ssd-156-120hz-fhd-black-i128524305.html,"Dell Vostro 3520 i5 12th Gen | 8GB RAM | 512GB SSD | 15.6"" 120Hz FHD | Black","Rs. 64,500",N/A,1 Ratings,Black
https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-8gb-ram-256gb-ssd-156-fhd-120hz-display-laptop-i128510049.html,"Dell Vostro 3520 i3 12th Gen | 8GB RAM | 256GB SSD | 15.6"" FHD 120Hz Display Laptop","Rs. 49,999",N/A,1 Ratings,Black
https://www.daraz.com.np/products/dell-7390-i7-8th-gen-16gb-ram-256gb-ssd-360-touchscreen-with-backlit-keyboard-i113806447.html,Dell 7390 i7 8th Gen 16gb RAM 256gb SSD 360 Touchscreen With Backlit Keyboard,"Rs. 83,000",N/A,1 Ratings,Black
https://www.daraz.com.np/products/dell-vostro-3520-core-i5-12th-gen-12gb-ram512-gb-ssd156-fhdwin-11-i129162509.html,"Dell Vostro 3520 Core i5 12th Gen/ 12GB RAM/512 GB SSD/15.6"" FHD/Win 11","Rs. 67,990","Rs. 87,990",1 Ratings,Black
https://www.daraz.com.np/products/lenovo-ideapad-3-amd-ryzen-5-5500u-processor-8gb-ram-256-gb-ssd-14-full-hd-windows-10-i121487444.html,"Lenovo Ideapad 3 AMD Ryzen 5 5500U processor, 8GB RAM, 256 GB SSD, 14 FULL HD, Windows 10","Rs. 63,500",N/A,1 Ratings,Silver
https://www.daraz.com.np/products/honor-magicbook-x14-2023-12th-gen-intel-core-i5-12450h-8gb512gb-nvme-ssd-14-inch-3556-cm-fhd-ips-anti-glare-tl-laptopwin-11backlit-keyboardfingerprint-login143kg-gray-i128169275.html,"HONOR MagicBook X14 (2023), 12th Gen Intel Core i5-12450H (8GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare T&L Laptop/Win 11/Backlit Keyboard/Fingerprint Login/1.43Kg), Gray","Rs. 119,000",N/A,1 Ratings,Space Grey
https://www.daraz.com.np/products/hp-pavilion-x360-14-core-i5-1035g1-8gb-ram-256gb-ssd-convertible-laptop-i114689725.html,"HP Pavilion X360 14"" Core i5 1035G1 8GB RAM 256GB SSD Convertible Laptop","Rs. 93,999","Rs. 99,999",1 Ratings,Silver
https://www.daraz.com.np/products/hp-victus-16-amd-ryzen-7-6800h-8gb-ddr-5-ram-512gb-ssd-4gb-rtx-3050-161144hz-fhd-i129027509.html,"HP Victus 16 Amd Ryzen 7 6800H 8GB DDR-5 Ram 512GB SSD 4GB RTX 3050 16.1""144Hz FHD","Rs. 118,000","Rs. 120,000",1 Ratings,Black
https://www.daraz.com.np/products/dell-vostro-15-3520-intel-core-i5-1235u-processor-8gb-ram-512gb-ssd-intel-uhd-graphics-card-156-fhd-display-i129990928.html,"Dell Vostro 15 3520 (Intel Core i5 - 1235U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics Card | 15.6"" FHD Display)","Rs. 66,000",N/A,1 Ratings,Black
https://www.daraz.com.np/products/hp-envy-x360-14-i7-13th-gen-16gb-ram-1tb-ssd-14-fhd-360-touch-screen-display-i128206349.html,"HP Envy x360 14 i7 13th Gen \ 16GB RAM \ 1TB SSD \ 14"" FHD 360 Touch Screen Display","Rs. 155,000",N/A,1 Ratings,Silver
https://www.daraz.com.np/products/hp-pavilion-14-x360-intel-core-i5-12th-generation-8gb-ram-512gb-ssd-140-touch-360-i128475725.html,"HP Pavilion 14 X360 Intel Core i5 12th Generation 8GB Ram 512GB SSD 14.0"" Touch 360","Rs. 94,000",N/A,1 Ratings,Silver
https://www.daraz.com.np/products/dell-vostro-i5-11th-gen-8512-i128194710.html,Dell Vostro i5-11th Gen 8/512,"Rs. 79,999",N/A,1 Ratings,Black
https://www.daraz.com.np/products/dell-vostro-3510-i5-1135g7-11th-gen-8gb-ram-512gb-ssd-intel-uhd-graphic-156-fhd-i119078861.html,"Dell Vostro 3510 / i5-1135G7 11th Gen / 8GB RAM / 512GB SSD / Intel UHD Graphic 15.6"" FHD","Rs. 75,000",N/A,1 Ratings,Black
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-intel-core-i7-13620h-13th-gen-16gb-ddr5-512gb-nvme-ssd-156-fhd-display-arctic-grey-i149998627.html,"Lenovo Ideapad Slim 3 | Intel Core i7-13620H 13th Gen | 16GB DDR5 | 512GB NVMe SSD | 15.6"" FHD Display | Arctic Grey","Rs. 90,000",N/A,No Ratings,Grey
https://www.daraz.com.np/products/hp-probook-440-g10-i5-13th-gen8gb-ram512gb-ssd14-hd-display-i128298982.html,HP ProBook 440 G10 I5-13th Gen/8GB RAM/512GB SSD/14 HD Display,"Rs. 96,899","Rs. 98,000",1 Ratings,Multicolor
https://www.daraz.com.np/products/dell-vostro-3520-intel-core-i5-12th-gen-8gb-ram-512gb-ssd-156fhd-120hz-i131740150.html,"Dell Vostro 3520 Intel Core i5 12th Gen 8GB Ram 512GB SSD 15.6""FHD 120Hz","Rs. 70,000",N/A,No Ratings,Black
https://www.daraz.com.np/products/acer-aspire-3-i5-11th-gen-8gb-ram-512gb-ssd-156fhd-i128117004.html,Acer Aspire 3 I5-11th Gen-8GB RAM-512GB SSD -15.6FHD,"Rs. 62,998","Rs. 73,000",No Ratings,SILVER
https://www.daraz.com.np/products/lenovo-loq-15-amd-ryzen-7-7435hs-rtx-4060-8gb-graphics-16gb-ddr5-ram-512gb-nvme-ssd-156-fhd-144hz-display-backlit-keyboard-windows-11-home-i146182078.html,Lenovo LOQ 15 AMD Ryzen 7 7435HS RTX 4060 8GB Graphics – 16GB DDR5 RAM – 512GB NVMe SSD – 15.6″ FHD 144Hz Display – Backlit Keyboard – Windows 11 Home,"Rs. 149,999","Rs. 175,000",No Ratings,Grey
https://www.daraz.com.np/products/acer-swift-go-14-2024-intel-core-ultra-5-125h-16gb-512gb-14-28k-oled-90hz-i135698568.html,"Acer Swift Go 14 2024 (Intel Core Ultra 5 125H, 16GB, 512GB, 14” 2.8K OLED 90Hz)","Rs. 110,500",N/A,No Ratings,Not Specified
https://www.daraz.com.np/products/acer-predator-helios-neo-16-intel-core-i5-13500hx-rtx-4050-6gb-graphics-16gb-ddr5-ram-512gb-nvme-gen-4-ssd-16-wuxga-1920-x-1200-165hz-display-windows-11-home-i129275896.html,Acer Predator Helios Neo 16 Intel Core i5-13500HX RTX 4050 6GB Graphics – 16GB DDR5 RAM – 512GB NVMe Gen 4 SSD – 16″ WUXGA ( 1920 x 1200 ) 165Hz Display – Windows 11 Home,"Rs. 155,999","Rs. 170,000",No Ratings,Black
